section_id,real_mean_depth_m,element_area_m2
73,2.292993333333333,32191.24381786968
74,2.5710390000000003,46733.29747569272
75,2.530089249999999,40283.611803602165
76,2.6188963333333333,52385.561937091996
77,2.4316100833333327,69902.53219261955
78,2.8542281666666667,69966.32002351918
79,2.8807009999999997,70261.18170602755
80,2.90377575,77375.6061324622
81,2.971084333333333,89986.76865392811
82,3.1862613333333325,84732.79192557656
83,3.382841666666666,92293.44279444421
84,3.5923526666666667,78133.4328359619
85,3.181781916666667,128868.48511952849
86,3.118689999999999,128048.72570386819
87,3.199333750000001,157297.56662862224
88,2.293698666666667,197475.65585980855
89,2.190424333333333,315175.4374318509
90,2.60409875,290905.4748341064
91,2.9414075,290226.3946189279
92,3.1363736666666657,275870.98584209173
93,3.013206666666667,238405.7014865311
94,4.685082666666668,181993.05177917963
95,5.3545940000000005,214697.03502966976
96,5.515763666666668,181007.9194858643
97,5.277467416666667,147112.8731959036
98,5.5478545000000015,198519.6432768403
99,6.340308,217476.39366455554
100,8.474819666666667,137757.7663773143
101,9.86756325,108163.54943371
102,12.913838083333333,118630.1561848186
103,13.217678916666666,90008.67156514034
104,9.803067666666667,134226.79236364923
105,9.712538666666665,118791.11437828126
106,12.395826833333333,117417.18668163173
107,12.51172925,171392.17275994335
108,11.676662333333333,270814.18390648306
109,10.439082833333334,299465.3531828216
110,13.972798166666665,135189.02135344053
111,13.294784666666667,139655.32448288787
112,12.79881616666667,127102.6339070049
113,12.895196750000002,166424.693562761
114,16.093556166666666,184699.6757295208
115,14.544963833333332,259426.84015506232
116,14.343122416666668,187955.66711748025
117,15.2912495,165890.88481577722
118,14.871501833333332,197726.9339387338
119,13.00023316666667,179453.37980976378
120,16.53716208333333,164904.1721238477
121,20.339416083333333,172458.30391728558
122,22.541311083333333,140833.28575325725
123,21.814975916666665,128189.49147056171
124,8.8494155,232937.80813384257
125,8.64291175,221372.94967918182
126,11.033169583333335,200872.5907879336
127,14.232257166666669,171938.0072680224
128,25.018052333333333,106514.11846547162
129,24.089697666666666,79004.57991638371
130,21.558740583333332,150136.58079289962
131,14.447697083333333,382309.0381638123
132,19.436905666666668,232936.9811079824
133,27.882092166666666,136777.55273764953
134,28.794762500000004,97857.50679351155
135,27.43914666666667,122567.54662397903
136,27.939042666666666,152765.8402483374
137,26.700971166666665,83585.774635953
138,29.665428749999997,124168.71592137194
139,31.332458666666668,206672.13778839292
140,25.917132833333334,281908.16640102223
141,23.817455333333335,195238.0937954399
142,20.771778166666667,169291.57014834962
143,24.700722083333336,159475.27116636973
144,22.648283166666666,133072.45568435834
145,17.405436333333334,280307.6852559873
146,12.865890416666668,369167.03349546617
147,11.143600833333334,486855.6160921447
148,9.923265166666667,668343.740323211
149,9.931123916666666,622358.9927475766
150,10.796942333333334,668554.9823902831
151,11.6777835,466039.9454011232
152,11.960088999999998,703255.5241107355
153,10.511917666666667,975677.6041305821
154,11.832512333333336,953971.7403971924
155,14.545353416666666,1147150.5883558907
156,14.182178666666667,1664977.4293802443
157,14.282121666666667,1677918.9193394196
158,14.400443166666667,1796525.7630581097
159,13.559887333333334,1600369.6678506732
160,14.572105833333334,1809255.9827145645
161,14.946601250000002,1767415.1599263235
162,11.444645,2629245.644481128
163,12.208769583333337,5148861.475572327
